text,predicted_emotion,emotion
i found myself feeling a bit overwhelmed,fear,surprise
i don t know how i feel i guess it s one of those moments where you want to feel like you re accepted even though whatever you did or did not get mattered to you the most,anger,love
i wasn t sure what this gnawing feeling i was having but i was getting agitated sitting around doing nothing,anger,anger
i dont remember how january was like last year thats why i need a real diary but this one is feeling bitter dark and boring,anger,anger
i normally find intimidating but shes crazy about tiny little foreign food places and people like her so i feel less socially intimidated when im with her,fear,fear
i feel quite researched and intelligent about my confidence in consuming meat,joy,joy
i ate something wrong so i feel terrible all day,sadness,sadness
i feel like the place is even more messy,sadness,sadness
i feel unprotected even while travelling alone,fear,fear
i believe feeling duality suffering soul growth tells of an ending or a decline or a change of direction often one associated with emotions and it offers one possible response to that decline or change moving on,fear,sadness
i feel really uptight and unable to unwind,fear,fear
im learning mandarin chinese now in preparation for a trip to tianjin this september and already only four lessons in i feel like i have a handle on the basics and im thrilled to have some insight into a language that had always been a total mystery to me,fear,joy
i think and it feels a little weird,fear,fear
i feel my truth is accepted and not judged because well,joy,love
i feel like an indecisive idiot,sadness,fear
i just couldn t decide what to feel she didn t tell me and then she blamed me because i never told her it would be like that,anger,sadness
i feel for vets the animals whose lives they save are always going to be hostile,anger,anger
i still feel more than anything else humiliated whenever i think of everything that s happened,sadness,sadness
i feel like i finally want to write about one of my vain hobbies makeup,sadness,sadness
i regularly feel embarrassed about,sadness,sadness
i then realized that if i want to shoot weddings of clients who i connect with and feel comfortable with i must allow them to get to know me,love,joy
i checked the babys heartbeat and continued to feel him moving so besides feeling terrible i was at peace,fear,sadness
i found myself giggling and clapping my hands more often than a five year old at the ice cream wagon and there was never a point where i didnt feel genuinely entertained,fear,joy
i feel more virtuous just looking at the pictures in her books,joy,joy
i guess it doesn t help that i got sick on black friday and was forced against my will to maintain my promise to stay in but being back in the city feels amazing,anger,surprise
i did feel rather like a celebrity and widget stood and let herself be admired while she drank orange squash from my cup,love,joy
i really feel like having my own space anymore is a really vain idea,sadness,sadness
i can reasonably deduce that my grandfather did also love my mother but that doesn t negate the lifetime of damage that the feeling of being unloved and unwanted created in her,sadness,sadness
